area_financiada_id,sucursal_id,sucursal_nombre,periodo_id,anio,mes_numero,tareas,cantidad_prestamos,valor_rd
3360,33,Villa Riva,105,2025,12,19447,258,143629050
3361,1,Arenoso,106,2026,1,8330,117,63526000
3362,2,Azua,106,2026,1,2226,48,36602000
3363,3,Baní,106,2026,1,1038,38,50196900
3364,4,Barahona,106,2026,1,1438,35,16930000
3365,5,Bonao,106,2026,1,2016,31,15212000
3366,6,Comendador,106,2026,1,339,20,10623002
3367,7,Constanza,106,2026,1,2544,27,38256500
3368,8,Cotuí,106,2026,1,6855,69,67046000
3369,9,Dajabón,106,2026,1,2234,43,34149000
3370,10,El Seibo,106,2026,1,481,25,29211500
3371,11,Hato Mayor,106,2026,1,626,16,24905000
3372,12,Higüey,106,2026,1,140,10,4600000
3373,13,La Vega,106,2026,1,5257,70,239005270
3374,15,Moca,106,2026,1,914,31,42920000
3375,16,Monte Plata,106,2026,1,720,19,16055479
3376,17,Montecristí,106,2026,1,1472,32,48545000
3377,18,Nagua,106,2026,1,8051,110,45670760
3378,19,Neyba,106,2026,1,360,25,14132000
3379,20,Puerto Plata,106,2026,1,595,45,30436543
3380,21,Río San Juan,106,2026,1,1002,28,31879457
3381,22,Salcedo,106,2026,1,1493,25,21395634
3382,23,Samaná,106,2026,1,666,39,19826300
3383,24,San Cristóbal,106,2026,1,1489,41,66358900
3384,25,San Francisco de Macorís,106,2026,1,6737,55,260114057
3385,26,San José de Ocoa,106,2026,1,1253,28,81290000
3386,27,San José de las Matas,106,2026,1,210,11,40717760
3387,28,San Juan de la Maguana,106,2026,1,1266,36,17801800
3388,29,Santiago,106,2026,1,900,47,208547265
3389,30,Santiago Rodríguez,106,2026,1,1005,42,48038098
3390,31,Santo Domingo,106,2026,1,35,47,94345075
3391,32,Valverde Mao,106,2026,1,4172,45,45694894
3392,33,Villa Riva,106,2026,1,1812,18,10801973
3393,1,Arenoso,107,2026,2,7047,103,57153260
3394,2,Azua,107,2026,2,395,18,16214000
3395,3,Baní,107,2026,2,535,33,52919900
3396,4,Barahona,107,2026,2,318,20,8197000
3397,5,Bonao,107,2026,2,290,11,7101800
3398,6,Comendador,107,2026,2,575,25,17103255
3399,7,Constanza,107,2026,2,11819,48,103268000
3400,8,Cotuí,107,2026,2,4465,48,46850000
3401,9,Dajabón,107,2026,2,932,18,9693000
3402,10,El Seibo,107,2026,2,404,22,10718000
3403,11,Hato Mayor,107,2026,2,693,15,38286900
3404,12,Higüey,107,2026,2,190,22,12990775
3405,13,La Vega,107,2026,2,10574,55,121234486
3406,15,Moca,107,2026,2,562,34,52468784
3407,16,Monte Plata,107,2026,2,678,37,42871184
3408,17,Montecristí,107,2026,2,1558,38,44347000
3409,18,Nagua,107,2026,2,12539,113,77279852
3410,19,Neyba,107,2026,2,423,35,11923800
3411,20,Puerto Plata,107,2026,2,540,52,34799141
3412,21,Río San Juan,107,2026,2,370,26,44953419
3413,22,Salcedo,107,2026,2,2280,30,35854004
3414,23,Samaná,107,2026,2,1205,47,24140451
3415,24,San Cristóbal,107,2026,2,1705,37,22316000
3416,25,San Francisco de Macorís,107,2026,2,3686,38,127606092
3417,26,San José de Ocoa,107,2026,2,16582,48,118613931
3418,27,San José de las Matas,107,2026,2,1149,34,35778536
3419,28,San Juan de la Maguana,107,2026,2,1967,69,51254447
3420,29,Santiago,107,2026,2,514,38,80207276
3421,30,Santiago Rodríguez,107,2026,2,270,31,35255350
3422,31,Santo Domingo,107,2026,2,0,70,164152347
3423,32,Valverde Mao,107,2026,2,3346,28,59257500
3424,33,Villa Riva,107,2026,2,3112,46,25240130
3425,1,Arenoso,108,2026,3,1444,33,26859295
3426,2,Azua,108,2026,3,658,36,31222500
3427,3,Baní,108,2026,3,914,35,56701800
3428,4,Barahona,108,2026,3,443,25,8446000
3429,5,Bonao,108,2026,3,65,12,91103353
3430,6,Comendador,108,2026,3,362,21,12568802
3431,7,Constanza,108,2026,3,3430,50,216189894
3432,8,Cotuí,108,2026,3,2456,37,58852000
3433,9,Dajabón,108,2026,3,554,22,13482000
3434,10,El Seibo,108,2026,3,75,18,36795000
3435,11,Hato Mayor,108,2026,3,155,16,14174100
3436,12,Higüey,108,2026,3,113,28,41686000
3437,13,La Vega,108,2026,3,1835,39,93206356
3438,15,Moca,108,2026,3,2343,51,70312149
3439,16,Monte Plata,108,2026,3,942,33,45998259
3440,17,Montecristí,108,2026,3,8847,153,122383951
3441,18,Nagua,108,2026,3,2706,34,17796000
3442,19,Neyba,108,2026,3,1059,40,16804400
3443,20,Puerto Plata,108,2026,3,996,64,50648127
3444,21,Río San Juan,108,2026,3,489,41,30971126
3445,22,Salcedo,108,2026,3,859,22,17651852
3446,23,Samaná,108,2026,3,712,37,32577833
3447,24,San Cristóbal,108,2026,3,1833,58,28345500
3448,25,San Francisco de Macorís,108,2026,3,5097,44,122978651
3449,26,San José de Ocoa,108,2026,3,824,32,28044500
3450,27,San José de las Matas,108,2026,3,919,24,70832741
3451,28,San Juan de la Maguana,108,2026,3,2586,81,42564927
3452,29,Santiago,108,2026,3,1926,71,236961987
3453,30,Santiago Rodríguez,108,2026,3,313,36,61944650
3454,31,Santo Domingo,108,2026,3,62,93,331268850
3455,32,Valverde Mao,108,2026,3,744,17,127475000
3456,33,Villa Riva,108,2026,3,7101,64,55306621
