Sucursal;Cantidad de Préstamos;Valor (RD$);Mes;Año
Valverde Mao;953;1,552,003,386;Marzo;2020
Montecristi;1,112;934,293,629;Marzo;2020
Santiago Rodriguez;1,383;815,727,456;Marzo;2020
Dajabon;1,160;602,975,054;Marzo;2020
San Jose de las Matas;903;686,284,638;Marzo;2020
Puerto Plata;1,722;677,702,830;Marzo;2020
Santo Domingo;2,065;2,502,466,673;Abril;2020
San Cristóbal;837;825,329,834;Abril;2020
Monte Plata;1,583;2,370,294,350;Abril;2020
Hato Mayor;1,212;1,159,080,092;Abril;2020
El Seybo;967;448,837,233;Abril;2020
Higüey;914;792,740,514;Abril;2020
San Juan de la Maguana;3,354;1,736,586,267;Abril;2020
Baní;611;863,325,980;Abril;2020
San José de Ocoa;1,092;2,651,673,819;Abril;2020
Azua;1,732;913,894,006;Abril;2020
Barahona;1,544;823,624,345;Abril;2020
Neyba;1,545;579,286,593;Abril;2020
Comendador;1,550;325,772,574;Abril;2020
San Fco. Macorís;857;934,948,224;Abril;2020
Cotuí;1,636;1,373,513,025;Abril;2020
Villa Riva;908;405,405,719;Abril;2020
Arenoso;588;351,557,066;Abril;2020
Río San Juan;1,094;598,049,730;Abril;2020
Nagua;666;471,419,350;Abril;2020
Samaná;837;246,208,109;Abril;2020
La Vega;757;992,472,175;Abril;2020
Bonao;397;459,087,049;Abril;2020
Constanza;789;861,990,731;Abril;2020
Salcedo;638;476,337,184;Abril;2020
Moca;740;939,806,227;Abril;2020
Santiago;460;561,742,176;Abril;2020
Valverde Mao;905;1,581,629,540;Abril;2020
Montecristí;1,046;901,244,861;Abril;2020
Santiago Rodríguez;1,383;823,679,205;Abril;2020
Dajabón;1,108;581,858,060;Abril;2020
San José de las Matas;894;684,722,113;Abril;2020
Puerto Plata;1,692;666,196,411;Abril;2020
Santo Domingo;2,105;2,623,797,351;Mayo;2020
San Cristóbal;845;841,991,425;Mayo;2020
Monte Plata;1,567;2,412,574,624;Mayo;2020
Hato Mayor;1,185;1,167,093,454;Mayo;2020
El Seybo;943;454,684,763;Mayo;2020
Higüey;918;784,561,105;Mayo;2020
San Juan de la Maguana;3,334;1,750,246,132;Mayo;2020
Baní;613;863,841,567;Mayo;2020
San José de Ocoa;1,091;2,674,363,715;Mayo;2020
Azua;1,732;877,026,201;Mayo;2020
Barahona;1,541;840,549,127;Mayo;2020
Neyba;1,553;585,194,486;Mayo;2020
Comendador;1,530;324,764,201;Mayo;2020
San Fco. Macorís;842;907,287,206;Mayo;2020
Cotuí;1,547;1,439,554,108;Mayo;2020
Villa Riva;963;406,531,938;Mayo;2020
Arenoso;600;352,426,047;Mayo;2020
Río San Juan;1,078;594,576,762;Mayo;2020
Nagua;658;459,381,748;Mayo;2020
Samaná;838;252,045,989;Mayo;2020
La Vega;797;994,568,191;Mayo;2020
Bonao;375;463,083,722;Mayo;2020
Constanza;780;863,747,049;Mayo;2020
Salcedo;644;481,151,399;Mayo;2020
Moca;741;940,796,230;Mayo;2020
Santiago;446;605,352,325;Mayo;2020
Valverde Mao;908;1,659,132,394;Mayo;2020
Montecristí;1,132;912,786,006;Mayo;2020
Santiago Rodríguez;1,386;835,263,812;Mayo;2020
Dajabón;1,107;578,719,389;Mayo;2020
San José de las Matas;893;686,513,419;Mayo;2020
Puerto Plata;1,649;661,221,382;Mayo;2020
Santo Domingo;2,130;2,734,963,132;Junio;2020
San Cristóbal;809;807,018,467;Junio;2020
Monte Plata;1,505;2,453,654,401;Junio;2020
Hato Mayor;1,168;1,194,838,669;Junio;2020
El Seybo;916;451,319,762;Junio;2020
Higüey;904;783,700,120;Junio;2020
San Juan de la Maguana;3,312;1,769,830,558;Junio;2020
Baní;607;879,215,318;Junio;2020
San José de Ocoa;1,096;2,679,476,437;Junio;2020
Azua;1,745;940,666,543;Junio;2020
Barahona;1,547;878,863,514;Junio;2020
Neyba;1,554;616,442,963;Junio;2020
Comendador;1,526;335,913,905;Junio;2020
San Fco. Macorís;850;909,442,546;Junio;2020
Cotuí;1,542;1,455,180,717;Junio;2020
Villa Riva;954;405,072,008;Junio;2020
Arenoso;632;357,584,084;Junio;2020
Río San Juan;1,056;599,127,942;Junio;2020
Nagua;684;463,431,146;Junio;2020
Samaná;840;266,927,615;Junio;2020
La Vega;858;1,001,218,851;Junio;2020
Bonao;400;453,771,138;Junio;2020
Constanza;780;872,602,901;Junio;2020
Salcedo;632;489,578,341;Junio;2020
Moca;745;970,872,279;Junio;2020
Santiago;441;591,429,268;Junio;2020
Valverde Mao;943;1,646,310,242;Junio;2020
Montecristí;1,164;948,169,978;Junio;2020
Santiago Rodríguez;1,371;818,276,287;Junio;2020
Dajabón;1,102;591,061,164;Junio;2020
San José de las Matas;890;697,676,801;Junio;2020
Puerto Plata;1,643;692,916,375;Junio;2020
Santo Domingo;2,184;2,406,149,792;Julio;2020
San Cristóbal;819;804,687,306;Julio;2020
Monte Plata;1,488;2,451,843,521;Julio;2020
Hato Mayor;1,181;1,221,820,986;Julio;2020
El Seybo;939;477,982,838;Julio;2020
Higüey;885;765,819,339;Julio;2020
San Juan de la Maguana;3,293;1,772,753,069;Julio;2020
Baní;610;883,433,829;Julio;2020
San José de Ocoa;1,098;2,705,054,688;Julio;2020
Azua;1,750;1,035,352,021;Julio;2020
Barahona;1,567;890,572,186;Julio;2020
Neyba;1,557;634,194,843;Julio;2020
Comendador;1,530;340,036,624;Julio;2020
San Fco. Macorís;819;901,313,108;Julio;2020
Cotuí;1,538;1,414,125,413;Julio;2020
Villa Riva;894;377,657,277;Julio;2020
Arenoso;616;353,952,547;Julio;2020
Río San Juan;1,045;599,189,820;Julio;2020
Nagua;692;467,999,745;Julio;2020
Samaná;844;277,520,167;Julio;2020
La Vega;811;967,302,765;Julio;2020
Bonao;407;465,954,199;Julio;2020
Constanza;748;819,613,797;Julio;2020
Salcedo;605;490,352,608;Julio;2020
Moca;725;980,184,641;Julio;2020
Santiago;463;630,927,599;Julio;2020
Valverde Mao;917;1,633,315,012;Julio;2020
Montecristí;1,125;968,903,493;Julio;2020
Santiago Rodríguez;1,355;824,689,798;Julio;2020
Dajabón;1,101;599,443,611;Julio;2020
San José de las Matas;877;698,037,019;Julio;2020
Puerto Plata;1,621;698,141,870;Julio;2020
Santo Domingo;2,065;2,149,906,551;Agosto;2020
San Cristóbal;795;771,114,086;Agosto;2020
Monte Plata;1,490;2,458,153,006;Agosto;2020
Hato Mayor;1,173;1,226,041,129;Agosto;2020
El Seybo;909;456,623,385;Agosto;2020
Higüey;869;765,930,350;Agosto;2020
San Juan de la Maguana;3,312;1,773,031,605;Agosto;2020
Baní;588;877,916,703;Agosto;2020
San José de Ocoa;1,094;2,721,807,461;Agosto;2020
Azua;1,704;912,319,802;Agosto;2020
Barahona;1,521;848,234,524;Agosto;2020
Neyba;1,537;618,653,634;Agosto;2020
Comendador;1,518;342,243,373;Agosto;2020
San Fco. Macorís;760;788,769,500;Agosto;2020
Cotuí;1,465;1,444,362,399;Agosto;2020
Villa Riva;848;357,896,086;Agosto;2020
Arenoso;516;325,076,332;Agosto;2020
Río San Juan;1,021;580,339,807;Agosto;2020
Nagua;598;360,847,522;Agosto;2020
Samaná;808;264,602,021;Agosto;2020
La Vega;675;940,203,375;Agosto;2020
Bonao;378;464,394,184;Agosto;2020
Constanza;761;809,127,875;Agosto;2020
Salcedo;585;481,376,813;Agosto;2020
Moca;731;984,884,337;Agosto;2020
Santiago;439;635,427,783;Agosto;2020
Valverde Mao;846;1,688,127,663;Agosto;2020
Montecristí;1,054;965,871,669;Agosto;2020
Santiago Rodríguez;1,323;771,417,758;Agosto;2020
Dajabón;1,063;587,932,895;Agosto;2020
San José de las Matas;880;737,204,444;Agosto;2020
Puerto Plata;1,593;689,629,294;Agosto;2020
Santo Domingo;1,974;1,946,747,757;Septiembre;2020
San Cristóbal;797;767,624,937;Septiembre;2020
Monte Plata;1,515;2,345,815,527;Septiembre;2020
Hato Mayor;1,175;1,183,065,664;Septiembre;2020
El Seybo;894;443,996,212;Septiembre;2020
Higüey;857;764,799,321;Septiembre;2020
San Juan de la Maguana;3,318;1,792,150,965;Septiembre;2020
Baní;586;877,108,590;Septiembre;2020
San José de Ocoa;1,086;2,740,339,257;Septiembre;2020
Azua;1,685;906,942,254;Septiembre;2020
Barahona;1,487;824,409,622;Septiembre;2020
Neyba;1,531;613,745,638;Septiembre;2020
Comendador;1,509;344,572,375;Septiembre;2020
San Fco. Macorís;691;770,651,673;Septiembre;2020
Cotuí;1,397;1,389,616,201;Septiembre;2020
Villa Riva;822;262,200,215;Septiembre;2020
Arenoso;472;306,365,125;Septiembre;2020
Río San Juan;1,004;578,879,020;Septiembre;2020
Nagua;562;345,270,595;Septiembre;2020
Samaná;789;254,348,961;Septiembre;2020
La Vega;579;959,483,395;Septiembre;2020
Bonao;347;404,887,992;Septiembre;2020
Constanza;758;783,940,150;Septiembre;2020
Salcedo;565;472,045,680;Septiembre;2020
Moca;742;1,059,969,025;Septiembre;2020
Santiago;423;624,904,177;Septiembre;2020
Valverde Mao;802;1,701,927,120;Septiembre;2020
Montecristí;976;922,269,571;Septiembre;2020
Santiago Rodríguez;1,300;764,617,075;Septiembre;2020
Dajabón;1,048;594,073,725;Septiembre;2020
San José de las Matas;869;645,517,463;Septiembre;2020
Puerto Plata;1,597;685,809,221;Septiembre;2020
Santo Domingo;1,873;1,961,082,324;Octubre;2020
San Cristóbal;784;799,555,324;Octubre;2020
Monte Plata;1,503;2,181,416,805;Octubre;2020
Hato Mayor;1,174;1,198,194,460;Octubre;2020
El Seybo;852;457,503,016;Octubre;2020
Higüey;847;791,964,289;Octubre;2020
San Juan de la Maguana;3,381;1,794,018,483;Octubre;2020
Baní;577;874,878,719;Octubre;2020
San José de Ocoa;1,088;2,744,180,208;Octubre;2020
Azua;1,479;885,912,742;Octubre;2020
Barahona;1,434;821,292,487;Octubre;2020
Neyba;1,530;603,595,140;Octubre;2020
Comendador;1,520;343,994,598;Octubre;2020
San Fco. Macorís;646;762,449,707;Octubre;2020
Cotuí;1,343;1,371,851,345;Octubre;2020
Villa Riva;797;276,032,369;Octubre;2020
Arenoso;439;285,619,910;Octubre;2020
Río San Juan;1,009;584,817,616;Octubre;2020
Nagua;505;347,402,849;Octubre;2020
Samaná;782;251,495,599;Octubre;2020
La Vega;525;855,663,151;Octubre;2020
Bonao;305;411,639,434;Octubre;2020
Constanza;642;737,802,026;Octubre;2020
Salcedo;542;439,005,650;Octubre;2020
Moca;690;1,025,555,950;Octubre;2020
Santiago;384;552,123,800;Octubre;2020
Valverde Mao;774;1,668,062,311;Octubre;2020
Montecristí;946;914,367,616;Octubre;2020
Santiago Rodríguez;1,269;761,558,265;Octubre;2020
Dajabón;1,012;572,927,121;Octubre;2020
San José de las Matas;863;648,604,118;Octubre;2020
Puerto Plata;1,534;683,907,452;Octubre;2020
Santo Domingo;1,849;1,987,150,177;Noviembre;2020
San Cristóbal;815;803,908,659;Noviembre;2020
Monte Plata;1,511;2,245,195,424;Noviembre;2020
Hato Mayor;1,165;1,206,162,940;Noviembre;2020
El Seybo;888;466,811,536;Noviembre;2020
Higüey;913;837,402,238;Noviembre;2020
San Juan de la Maguana;3,496;1,816,793,888;Noviembre;2020
Baní;607;898,611,857;Noviembre;2020
San José de Ocoa;1,118;2,763,381,009;Noviembre;2020
Azua;1,570;925,477,981;Noviembre;2020
Barahona;1,467;820,141,435;Noviembre;2020
Neyba;1,534;604,462,197;Noviembre;2020
Comendador;1,508;350,180,752;Noviembre;2020
San Fco. Macorís;696;763,270,452;Noviembre;2020
Cotuí;1,313;1,325,561,413;Noviembre;2020
Villa Riva;861;299,629,088;Noviembre;2020
Arenoso;517;311,230,506;Noviembre;2020
Río San Juan;1,023;587,831,079;Noviembre;2020
Nagua;650;361,638,070;Noviembre;2020
Samaná;764;246,409,026;Noviembre;2020
La Vega;639;856,175,960;Noviembre;2020
Bonao;315;412,007,923;Noviembre;2020
Constanza;686;766,362,544;Noviembre;2020
Salcedo;579;448,148,088;Noviembre;2020
Moca;699;1,005,483,185;Noviembre;2020
Santiago;395;642,233,320;Noviembre;2020
Valverde Mao;781;1,640,907,212;Noviembre;2020
Montecristí;927;915,195,803;Noviembre;2020
Santiago Rodríguez;1,278;777,085,439;Noviembre;2020
Dajabón;1,015;557,992,612;Noviembre;2020
San José de las Matas;856;628,316,539;Noviembre;2020
Puerto Plata;1,500;680,976,334;Noviembre;2020
Santo Domingo;1,864;2,120,147,511;Diciembre;2020
San Cristóbal;843;864,824,363;Diciembre;2020
Monte Plata;1,560;2,371,742,321;Diciembre;2020
Hato Mayor;1,200;1,232,001,233;Diciembre;2020
El Seybo;931;490,613,405;Diciembre;2020
Higüey;977;880,763,056;Diciembre;2020
San Juan de la Maguana;3,519;1,902,212,744;Diciembre;2020
Baní;658;957,212,277;Diciembre;2020
San José de Ocoa;1,137;2,805,950,291;Diciembre;2020
Azua;1,583;965,327,897;Diciembre;2020
Barahona;1,565;914,419,161;Diciembre;2020
Neyba;1,533;619,195,313;Diciembre;2020
Comendador;1,538;359,256,078;Diciembre;2020
San Fco. Macorís;832;919,801,154;Diciembre;2020
Cotuí;1,435;1,371,286,360;Diciembre;2020
Villa Riva;992;377,242,397;Diciembre;2020
Arenoso;668;376,212,659;Diciembre;2020
Río San Juan;1,054;616,197,827;Diciembre;2020
Nagua;821;415,327,595;Diciembre;2020
Samaná;776;223,459,829;Diciembre;2020
La Vega;847;887,238,388;Diciembre;2020
Bonao;359;432,254,888;Diciembre;2020
Constanza;767;829,960,123;Diciembre;2020
Salcedo;615;468,416,316;Diciembre;2020
Moca;725;1,123,605,911;Diciembre;2020
Santiago;443;732,737,766;Diciembre;2020
Valverde Mao;864;1,667,202,063;Diciembre;2020
Montecristí;1,126;933,893,834;Diciembre;2020
Santiago Rodríguez;1,294;786,633,245;Diciembre;2020
Dajabón;1,052;575,236,128;Diciembre;2020
San José de las Matas;867;662,511,252;Diciembre;2020
Puerto Plata;1,565;725,551,618;Diciembre;2020
Santo Domingo;1,776;2,054,682,835;Enero;2021
San Cristóbal;821;856,303,392;Enero;2021
Monte Plata;1,591;2,394,592,461;Enero;2021
Hato Mayor;1,186;1,221,968,525;Enero;2021
El Seybo;937;489,229,266;Enero;2021
Higüey;991;907,199,668;Enero;2021
San Juan de la Maguana;3,524;1,927,094,702;Enero;2021
Baní;655;1,077,031,086;Enero;2021
San José de Ocoa;1,163;2,813,229,790;Enero;2021
Azua;1,597;1,078,341,557;Enero;2021
Barahona;1,593;900,738,472;Enero;2021
Neyba;1,528;619,110,986;Enero;2021
Comendador;1,526;358,571,016;Enero;2021
San Fco. Macorís;872;969,104,294;Enero;2021
Cotuí;1,495;1,398,707,574;Enero;2021
Villa Riva;1,031;398,684,847;Enero;2021
Arenoso;717;399,506,345;Enero;2021
Río San Juan;1,048;692,750,424;Enero;2021
Nagua;889;468,239,816;Enero;2021
Samaná;763;219,476,245;Enero;2021
La Vega;896;1,204,474,881;Enero;2021
Bonao;377;457,186,836;Enero;2021
Constanza;840;954,887,034;Enero;2021
Salcedo;620;486,209,661;Enero;2021
Moca;754;1,182,295,338;Enero;2021
Santiago;466;909,993,954;Enero;2021
Valverde Mao;919;1,741,847,505;Enero;2021
Montecristí;1,165;965,093,404;Enero;2021
Santiago Rodríguez;1,292;827,157,890;Enero;2021
Dajabón;1,071;596,878,294;Enero;2021
San José de las Matas;862;661,868,510;Enero;2021
Puerto Plata;1,584;735,686,477;Enero;2021
Santo Domingo;1,822;2,418,895,135;Febrero;2021
San Cristóbal;851;874,422,730;Febrero;2021
Monte Plata;1,648;2,530,404,959;Febrero;2021
Hato Mayor;1,210;1,274,065,337;Febrero;2021
El Seybo;935;494,974,162;Febrero;2021
Higüey;1,002;954,473,148;Febrero;2021
San Juan de la Maguana;3,412;1,958,845,664;Febrero;2021
Baní;673;1,131,812,823;Febrero;2021
San José de Ocoa;1,179;2,893,055,871;Febrero;2021
Azua;1,623;1,153,432,135;Febrero;2021
Barahona;1,651;942,830,493;Febrero;2021
Neyba;1,524;633,808,614;Febrero;2021
Comendador;1,540;376,920,659;Febrero;2021
San Fco. Macorís;891;1,009,141,294;Febrero;2021
Cotuí;1,517;1,414,641,520;Febrero;2021
Villa Riva;998;418,325,408;Febrero;2021
Arenoso;733;403,769,010;Febrero;2021
Río San Juan;1,068;785,707,816;Febrero;2021
Nagua;911;520,280,129;Febrero;2021
Samaná;732;217,169,642;Febrero;2021
La Vega;929;1,417,179,117;Febrero;2021
Bonao;398;507,147,532;Febrero;2021
Constanza;932;1,038,203,270;Febrero;2021
Salcedo;641;505,317,057;Febrero;2021
Moca;792;1,252,642,357;Febrero;2021
Santiago;478;1,191,237,984;Febrero;2021
Valverde Mao;926;1,771,786,116;Febrero;2021
Montecristí;1,179;991,555,548;Febrero;2021
Santiago Rodríguez;1,307;847,711,105;Febrero;2021
Dajabón;1,093;622,175,054;Febrero;2021
San José de las Matas;868;660,020,729;Febrero;2021
Puerto Plata;1,594;772,794,354;Febrero;2021
Santo Domingo;1,870;2,584,031,796;Marzo;2021
San Cristóbal;879;889,830,041;Marzo;2021
Monte Plata;1,706;2,626,663,548;Marzo;2021
Hato Mayor;1,199;1,331,235,686;Marzo;2021
El Seybo;951;522,834,075;Marzo;2021
Higüey;1,022;998,469,256;Marzo;2021
San Juan de la Maguana;3,466;1,976,746,721;Marzo;2021
Baní;707;1,201,900,084;Marzo;2021
San José de Ocoa;1,193;2,899,596,579;Marzo;2021
Azua;1,649;1,149,574,358;Marzo;2021
Barahona;1,681;966,803,690;Marzo;2021
Neyba;1,548;654,633,229;Marzo;2021
Comendador;1,544;398,341,376;Marzo;2021
San Fco. Macorís;883;1,020,292,197;Marzo;2021
Cotuí;1,522;1,419,502,384;Marzo;2021
Villa Riva;992;440,640,679;Marzo;2021
Arenoso;724;411,690,202;Marzo;2021
Río San Juan;1,109;837,113,895;Marzo;2021
Nagua;923;566,910,492;Marzo;2021
Samaná;747;228,972,364;Marzo;2021
La Vega;935;1,411,632,742;Marzo;2021
Bonao;419;497,222,118;Marzo;2021
Constanza;960;1,094,628,536;Marzo;2021
Salcedo;612;545,670,935;Marzo;2021
Moca;823;1,280,033,609;Marzo;2021
Santiago;498;1,205,409,835;Marzo;2021
Valverde Mao;922;1,807,885,369;Marzo;2021
Montecristí;1,114;961,942,179;Marzo;2021
Santiago Rodríguez;1,313;856,288,873;Marzo;2021
Dajabón;1,105;637,290,989;Marzo;2021
San José de las Matas;865;660,319,388;Marzo;2021
Puerto Plata;1,619;808,585,297;Marzo;2021
Santo Domingo;1,854;2,541,859,325;Abril;2021
San Cristóbal;916;901,345,359;Abril;2021
Monte Plata;1,736;2,616,147,622;Abril;2021
Hato Mayor;1,181;1,369,081,818;Abril;2021
El Seybo;951;531,252,430;Abril;2021
Higüey;976;1,010,959,551;Abril;2021
San Juan de la Maguana;3,502;1,987,961,332;Abril;2021
Baní;742;1,229,433,345;Abril;2021
San José de Ocoa;1,222;2,952,349,867;Abril;2021
Azua;1,719;1,123,832,812;Abril;2021
Barahona;1,780;995,042,948;Abril;2021
Neyba;1,564;670,305,633;Abril;2021
Comendador;1,565;421,401,764;Abril;2021
San Fco. Macorís;777;1,006,798,928;Abril;2021
Cotuí;1,507;1,428,642,965;Abril;2021
Villa Riva;816;396,514,175;Abril;2021
Arenoso;571;395,676,814;Abril;2021
Río San Juan;1,112;842,083,666;Abril;2021
Nagua;684;525,310,145;Abril;2021
Samaná;765;237,158,861;Abril;2021
La Vega;815;1,469,679,004;Abril;2021
Bonao;384;480,253,801;Abril;2021
Constanza;967;1,085,439,182;Abril;2021
Salcedo;625;601,901,563;Abril;2021
Moca;836;1,327,751,082;Abril;2021
Santiago;488;1,227,087,755;Abril;2021
Valverde Mao;857;1,908,806,725;Abril;2021
Montecristí;998;941,001,052;Abril;2021
Santiago Rodríguez;1,342;875,201,325;Abril;2021
Dajabón;1,071;635,287,270;Abril;2021
San José de las Matas;864;787,247,736;Abril;2021
Puerto Plata;1,672;863,802,210;Abril;2021
Santo Domingo;1,919;2,813,640,533;Mayo;2021
San Cristóbal;922;913,074,789;Mayo;2021
Monte Plata;1,734;2,658,106,475;Mayo;2021
Hato Mayor;1,176;1,379,454,075;Mayo;2021
El Seybo;950;559,108,498;Mayo;2021
Higüey;1,000;1,052,576,177;Mayo;2021
San Juan de la Maguana;3,499;1,969,629,531;Mayo;2021
Baní;757;1,260,206,550;Mayo;2021
San José de Ocoa;1,239;2,971,416,824;Mayo;2021
Azua;1,750;1,154,162,388;Mayo;2021
Barahona;1,852;1,038,384,491;Mayo;2021
Neyba;1,590;687,292,355;Mayo;2021
Comendador;1,592;461,825,164;Mayo;2021
San Fco. Macorís;797;1,000,529,726;Mayo;2021
Cotuí;1,402;1,536,066,485;Mayo;2021
Villa Riva;889;402,621,176;Mayo;2021
Arenoso;566;391,833,389;Mayo;2021
Río San Juan;1,110;869,630,412;Mayo;2021
Nagua;714;520,418,376;Mayo;2021
Samaná;754;250,722,723;Mayo;2021
La Vega;923;1,724,098,833;Mayo;2021
Bonao;378;501,298,432;Mayo;2021
Constanza;979;1,087,006,478;Mayo;2021
Salcedo;624;552,491,969;Mayo;2021
Moca;841;1,334,978,657;Mayo;2021
Santiago;509;1,244,673,155;Mayo;2021
Valverde Mao;871;2,003,385,865;Mayo;2021
Montecristí;1,082;1,015,228,887;Mayo;2021
Santiago Rodríguez;1,372;890,352,298;Mayo;2021
Dajabón;1,089;688,080,057;Mayo;2021
San José de las Matas;873;797,931,464;Mayo;2021
Puerto Plata;1,725;905,691,397;Mayo;2021
Santo Domingo;2,018;3,026,759,775;Junio;2021
San Cristóbal;919;927,540,677;Junio;2021
Monte Plata;1,726;2,640,091,187;Junio;2021
Hato Mayor;1,212;1,413,656,690;Junio;2021
El Seybo;956;579,786,375;Junio;2021
Higüey;1,021;1,069,113,757;Junio;2021
San Juan de la Maguana;3,456;2,002,741,218;Junio;2021
Baní;797;1,282,171,664;Junio;2021
San José de Ocoa;1,254;2,964,577,512;Junio;2021
Azua;1,744;1,143,799,357;Junio;2021
Barahona;1,913;1,092,337,868;Junio;2021
Neyba;1,604;693,588,301;Junio;2021
Comendador;1,529;458,744,115;Junio;2021
San Fco. Macorís;841;1,242,867,592;Junio;2021
Cotuí;1,425;1,573,925,737;Junio;2021
Villa Riva;929;434,221,039;Junio;2021
Arenoso;657;444,838,058;Junio;2021
Río San Juan;1,133;912,111,500;Junio;2021
Nagua;835;561,008,231;Junio;2021
Samaná;755;265,210,665;Junio;2021
La Vega;1,012;1,746,236,262;Junio;2021
Bonao;422;534,977,382;Junio;2021
Constanza;996;1,213,542,155;Junio;2021
Salcedo;616;505,591,958;Junio;2021
Moca;524;1,244,826,866;Junio;2021
Santiago;842;1,321,759,400;Junio;2021
Valverde Mao;918;2,022,223,071;Junio;2021
Montecristí;1,183;1,037,381,992;Junio;2021
Santiago Rodríguez;1,383;911,726,282;Junio;2021
Dajabón;1,125;724,422,064;Junio;2021
San José de las Matas;866;811,266,370;Junio;2021
Puerto Plata;1,763;945,222,690;Junio;2021
Santo Domingo;2,055;3,520,763,403;Julio;2021
San Cristóbal;899;925,645,836;Julio;2021
Monte Plata;1,750;2,630,284,657;Julio;2021
Hato Mayor;1,259;1,428,247,023;Julio;2021
El Seybo;985;592,779,499;Julio;2021
Higüey;1,012;1,057,667,175;Julio;2021
San Juan de la Maguana;3,416;2,003,320,693;Julio;2021
Baní;821;1,294,457,490;Julio;2021
San José de Ocoa;1,234;3,011,266,279;Julio;2021
Azua;1,761;1,164,197,557;Julio;2021
Barahona;1,944;1,108,108,790;Julio;2021
Neyba;1,621;715,518,817;Julio;2021
Comendador;1,538;461,649,583;Julio;2021
San Fco. Macorís;849;1,310,622,007;Julio;2021
Cotuí;1,479;1,543,428,113;Julio;2021
Villa Riva;903;362,531,113;Julio;2021
Arenoso;656;448,041,817;Julio;2021
Río San Juan;1,169;931,732,144;Julio;2021
Nagua;832;495,475,192;Julio;2021
Samaná;756;274,460,562;Julio;2021
La Vega;988;1,686,652,613;Julio;2021
Bonao;461;508,093,617;Julio;2021
Constanza;920;1,177,988,708;Julio;2021
Salcedo;589;512,075,706;Julio;2021
Moca;843;1,340,503,868;Julio;2021
Santiago;535;1,303,821,361;Julio;2021
Valverde Mao;923;2,048,354,296;Julio;2021
Montecristí;1,175;1,039,057,813;Julio;2021
Santiago Rodríguez;1,391;920,811,118;Julio;2021
Dajabón;1,094;726,732,453;Julio;2021
San José de las Matas;854;809,247,035;Julio;2021
Puerto Plata;1,778;965,464,141;Julio;2021
Santo Domingo;2,086;3,582,889,675;Agosto;2021
San Cristóbal;925;934,079,019;Agosto;2021
Monte Plata;1,774;2,602,226,963;Agosto;2021
Hato Mayor;1,281;1,456,983,369;Agosto;2021
El Seybo;993;634,946,716;Agosto;2021
Higüey;1,015;1,128,957,787;Agosto;2021
San Juan de la Maguana;3,423;2,016,169,926;Agosto;2021
Baní;828;1,281,355,048;Agosto;2021
San José de Ocoa;1,244;3,026,392,928;Agosto;2021
Azua;1,767;1,140,642,597;Agosto;2021
Barahona;1,999;1,197,250,349;Agosto;2021
Neyba;1,633;730,800,724;Agosto;2021
Comendador;1,542;483,786,869;Agosto;2021
San Fco. Macorís;811;1,219,921,697;Agosto;2021
Cotuí;1,472;1,595,246,649;Agosto;2021
Villa Riva;813;349,466,178;Agosto;2021
Arenoso;559;422,024,768;Agosto;2021
Río San Juan;1,177;958,658,900;Agosto;2021
Nagua;808;492,706,417;Agosto;2021
Samaná;771;281,731,216;Agosto;2021
La Vega;853;1,770,188,707;Agosto;2021
Bonao;465;504,856,813;Agosto;2021
Constanza;907;1,169,482,706;Agosto;2021
Salcedo;565;513,512,544;Agosto;2021
Moca;837;1,339,856,717;Agosto;2021
Santiago;550;1,349,475,282;Agosto;2021
Valverde Mao;901;2,163,575,027;Agosto;2021
Montecristí;1,088;1,055,973,342;Agosto;2021
Santiago Rodríguez;1,412;933,795,603;Agosto;2021
Dajabón;1,069;789,993,698;Agosto;2021
San José de las Matas;841;806,487,100;Agosto;2021
Puerto Plata;1,777;987,176,011;Agosto;2021
Santo Domingo;1,944;3,430,064,790;Septiembre;2021
San Cristóbal;926;916,179,139;Septiembre;2021
Monte Plata;1,779;2,561,005,638;Septiembre;2021
Hato Mayor;1,277;1,414,764,937;Septiembre;2021
El Seybo;983;618,383,228;Septiembre;2021
Higüey;994;1,129,658,954;Septiembre;2021
San Juan de la Maguana;3,394;1,993,523,997;Septiembre;2021
Baní;825;1,276,176,960;Septiembre;2021
San José de Ocoa;1,275;3,155,780,531;Septiembre;2021
Azua;1,751;1,115,516,749;Septiembre;2021
Barahona;1,953;1,156,398,968;Septiembre;2021
Neyba;1,652;728,134,854;Septiembre;2021
Comendador;1,555;482,134,302;Septiembre;2021
San Fco. Macorís;748;1,184,252,563;Septiembre;2021
Cotuí;1,436;1,583,838,470;Septiembre;2021
Villa Riva;800;342,558,182;Septiembre;2021
Arenoso;492;386,383,903;Septiembre;2021
Río San Juan;1,171;960,821,945;Septiembre;2021
Nagua;810;487,669,036;Septiembre;2021
Samaná;751;251,060,311;Septiembre;2021
La Vega;775;1,741,759,780;Septiembre;2021
Bonao;458;534,612,047;Septiembre;2021
Constanza;878;1,218,956,828;Septiembre;2021
Salcedo;552;452,930,446;Septiembre;2021
Moca;818;1,334,276,677;Septiembre;2021
Santiago;520;1,315,559,540;Septiembre;2021
Valverde Mao;845;2,169,640,131;Septiembre;2021
Montecristí;1,018;1,010,192,403;Septiembre;2021
Santiago Rodríguez;1,423;951,936,178;Septiembre;2021
Dajabón;1,027;786,326,191;Septiembre;2021
San José de las Matas;838;872,231,605;Septiembre;2021
